-20,000000;-1550,665108
-19,500000;-1548,786990
-19,000000;-1546,932681
-18,500000;-1545,109527
-18,000000;-1543,326002
-17,500000;-1541,591890
-17,000000;-1539,918503
-16,500000;-1538,318934
-16,000000;-1536,808366
-15,500000;-1535,404434
-15,000000;-1534,127670
-14,500000;-1533,002027
-14,000000;-1532,055531
-13,500000;-1531,321070
-13,000000;-1530,837353
-12,500000;-1530,650118
-12,000000;-1530,813611
-11,500000;-1531,392454
-11,000000;-1532,463998
-10,500000;-1534,121319
-10,000000;-1536,477070
-9,500000;-1539,668480
-9,000000;-1543,863909
-8,500000;-1549,271570
-8,000000;-1556,151257
-7,500000;-1564,830383
-7,000000;-1575,726269
-6,500000;-1589,377730
-6,000000;-1606,490791
-5,500000;-1628,006556
-5,000000;-1655,204907
-4,500000;-1689,868467
-4,000000;-1734,552668
-3,500000;-1793,053333
-3,000000;-1871,268238
-2,500000;-1978,917179
-2,000000;-2133,365786
